Mejor,Vecinos
3.7543688029791054,3.7543688029791054
3.4926013734194634,3.4926013734194634
3.2670167012730356,3.2670167012730356
3.06349559568075,3.06349559568075
2.8777643196135054,2.8777643196135054
2.715621209206848,2.715621209206848
2.5542964566655555,2.5542964566655555
2.4118879762052208,2.4118879762052208
2.310903623792891,2.310903623792891
2.1902013947219956,2.1902013947219956
2.0928882573146543,2.0928882573146543
2.0082779077164163,2.0082779077164163
1.9256523735933357,1.9256523735933357
1.8524279773731556,1.8524279773731556
1.7881199061465736,1.7881199061465736
1.7430697466055376,1.7430697466055376
1.6985956256972503,1.6985956256972503
1.6484440739955881,1.6484440739955881
1.5071671967466922,1.5071671967466922
1.4714358110847048,1.4714358110847048
1.4359098719120835,1.4359098719120835
1.4032028123595435,1.4032028123595435
1.3690770807545154,1.3690770807545154
1.3396233440086207,1.3396233440086207
1.3173471161160482,1.3173471161160482
1.2959559161196383,1.2959559161196383
1.2698828605469976,1.2698828605469976
1.2429517260529,1.2429517260529
1.2179083253741818,1.2179083253741818
1.1938446060244619,1.1938446060244619
1.1718774479667546,1.1718774479667546
1.1308066245956563,1.1308066245956563
1.1112241377650955,1.1112241377650955
1.0775579705761948,1.0775579705761948
1.0530960881426161,1.0530960881426161
1.005373628079211,1.005373628079211
0.983478527875057,0.983478527875057
0.9556902217776058,0.9556902217776058
0.9370983504873022,0.9370983504873022
0.9072386131794653,0.9072386131794653
0.8812105783695819,0.8812105783695819
0.8613480596488751,0.8613480596488751
0.8428749272246204,0.8428749272246204
0.8257114178697296,0.8257114178697296
0.7844236020934623,0.7844236020934623
0.7676639202808782,0.7676639202808782
0.7473374793763085,0.7473374793763085
0.7366010108227085,0.7366010108227085
0.7252546818136204,0.7252546818136204
0.7203464056461855,0.7203464056461855
0.7124564636250776,0.7124564636250776
0.7082721156860802,0.7082721156860802
0.7052553912891213,0.7052553912891213
0.7032916331681562,0.7032916331681562
0.6982377620373328,0.6982377620373328
0.6941804672137821,0.6941804672137821
0.686753104946655,0.686753104946655
0.6833513678384154,0.6833513678384154
0.6814216978211913,0.6814216978211913
0.6796019343663525,0.6796019343663525
0.6759174729335501,0.6759174729335501
0.6722614026677024,0.6722614026677024
0.6680291994301897,0.6680291994301897
0.6658040566368058,0.6658040566368058
0.6573050612037296,0.6573050612037296
0.6507650177309501,0.6507650177309501
0.6454910334192865,0.6454910334192865
0.6350607561535467,0.6350607561535467
0.6318197616728979,0.6318197616728979
0.6146919084970242,0.6146919084970242
0.5947687522643429,0.5947687522643429
0.5898871468475543,0.5898871468475543
0.5877159831554182,0.5877159831554182
0.5801365587620023,0.5801365587620023
0.5760522051709307,0.5760522051709307
0.5745660344392648,0.5745660344392648
0.5715173647757531,0.5715173647757531
0.5650901455189739,0.5650901455189739
0.5581104435774152,0.5581104435774152
0.551741514764152,0.551741514764152
0.5479876960759467,0.5479876960759467
0.5467810149126997,0.5467810149126997
0.5442795530352473,0.5442795530352473
0.5097909121905826,0.5097909121905826
0.508987305856228,0.508987305856228
0.508475808215404,0.508475808215404
0.5026114998393751,0.5026114998393751
0.4983350906874199,0.4983350906874199
0.4979835590851706,0.4979835590851706
0.493713692829386,0.493713692829386
0.4889423761533898,0.4889423761533898
0.4889078728490046,0.4889078728490046
0.48801500392516006,0.48801500392516006
0.4876922805304991,0.4876922805304991
0.48618698874650845,0.48618698874650845
0.4806603127527634,0.4806603127527634
0.47412729388591707,0.47412729388591707
0.46463424683797633,0.46463424683797633
0.4479376635038419,0.4479376635038419
0.4468532122859708,0.4468532122859708
0.43739253084631396,0.43739253084631396
0.43714718438398054,0.43714718438398054
0.42908914389111924,0.42908914389111924
0.42908914389111924,0.4293344903534524
0.4125772618109912,0.4125772618109912
0.40781855518051957,0.40781855518051957
0.4061243593930442,0.4061243593930442
0.40409074903975967,0.40409074903975967
0.4024318674287955,0.4024318674287955
0.4000448500961603,0.4000448500961603
0.39840325264723564,0.39840325264723564
0.39461316153285503,0.39461316153285503
0.39461316153285503,0.3949358849275159
0.39461316153285503,0.3955781314265001
0.39461316153285503,0.39525540803183895
0.39461316153285503,0.39570956718963707
0.39461316153285503,0.39506732069065315
0.39461316153285503,0.3947079692445859
0.39461316153285503,0.3950306926392468
0.39461316153285503,0.3953900440853141
0.39461316153285503,0.3960322905842983
0.39461316153285503,0.3959225422757818
0.39461316153285503,0.3954683831179836
0.39461316153285503,0.3951456597233227
0.39461316153285503,0.39559981888112083
0.3861000390610845,0.3861000390610845
0.38574068761501723,0.38574068761501723
0.38574068761501723,0.38606341100967817
0.38574068761501723,0.3868374578655372
0.38574068761501723,0.38719680931160444
0.38574068761501723,0.3864227624557454
0.38574068761501723,0.38596860329794724
0.38564587990328636,0.38564587990328636
0.38564587990328636,0.3863905906353566
0.38564587990328636,0.3867133140300178
0.38564587990328636,0.3874873608858768
0.38564587990328636,0.388828839771214
0.38178319460824717,0.38178319460824717
0.38103848387617667,0.38103848387617667
0.3802644370203176,0.3802644370203176
0.3799417136256564,0.3799417136256564
0.3799417136256564,0.38071576048151545
0.3799417136256564,0.3821139543135042
0.3799417136256564,0.3813399074576451
0.3799417136256564,0.38179406661544324
0.3799417136256564,0.381434715169376
0.3799417136256564,0.3800365213373873
0.3799417136256564,0.38035924473204846
0.3799417136256564,0.3807185961781157
0.3799417136256564,0.3814926430339748
0.3799417136256564,0.38113329158790754
0.3799417136256564,0.3808105681932463
0.3799417136256564,0.38146047121358595
0.3799417136256564,0.3806864243577269
0.3799417136256564,0.3820314346534866
0.3799417136256564,0.3812867239214161
0.3799417136256564,0.38160944731607704
0.3799417136256564,0.38131000131654563
0.3799417136256564,0.3809872779218847
0.3799417136256564,0.3814414370796828
0.3799417136256564,0.38108208563361556
0.3799417136256564,0.381381531633147
0.3799417136256564,0.3817042550278079
0.3799417136256564,0.3814048090282765
0.3799417136256564,0.38176416047434375
0.3799417136256564,0.38206360647387516
0.3799417136256564,0.3834618003058639
0.3799417136256564,0.38300764114806574
0.3799417136256564,0.38166263085230634
0.3799417136256564,0.3822980473736021
0.3799417136256564,0.38275220653140024
0.3799417136256564,0.38211679001010446
0.3799417136256564,0.38289083686596354
0.3799417136256564,0.38243667770816536
0.3799417136256564,0.38318138844023586
0.3799417136256564,0.38240734158437684
0.3799417136256564,0.3839120561536512
0.3799417136256564,0.383167345421581
0.3799417136256564,0.3822359269447983
0.3799417136256564,0.38185483741046894
0.3799417136256564,0.3815321140158078
0.3799417136256564,0.3819132035501371
0.3799417136256564,0.38265791428220763
0.3799417136256564,0.382008011261868
0.3799417136256564,0.38233073465652917
0.3799417136256564,0.3826888570408199
0.3799417136256564,0.382392855085333
0.3799417136256564,0.3820701316906718
0.3799417136256564,0.3823661336461587
0.3799417136256564,0.3827254850922257
0.3799417136256564,0.3822713259344278
0.3799417136256564,0.3819753239789409
0.3799417136256564,0.3822980473736021
0.3799417136256564,0.382594049329089
0.3799417136256564,0.38304820848688687
0.3799417136256564,0.3826900861025964
0.3799417136256564,0.3823089965682671
0.3799417136256564,0.38194964512219987
0.3799417136256564,0.38162692172753865
0.3799417136256564,0.381434715169376
0.3713270437738344,0.3713270437738344
0.3713270437738344,0.3717938191290404
0.37039562529705167,0.37039562529705167
0.37039562529705167,0.3707183486917129
0.37039562529705167,0.37107770013778013
0.37039562529705167,0.370623540979982
0.3703008175853211,0.3703008175853211
0.3703008175853211,0.37075497674311897
0.3703008175853211,0.371529023598978
0.3703008175853211,0.3718517469936392
0.3703008175853211,0.3713975878358413
0.3703008175853211,0.3710748644411799
0.3703008175853211,0.3724534085096637
0.3703008175853211,0.37277613190432485
0.3703008175853211,0.37323029106212274
0.3703008175853211,0.37245624420626366
0.3703008175853211,0.37200208504846555
0.3703008175853211,0.3716793616538046
0.3703008175853211,0.3721335208116027
0.3703008175853211,0.3729075676674618
0.3703008175853211,0.3725482162213943
0.3703008175853211,0.37116967215291075
0.3703008175853211,0.37149239554757196
0.3703008175853211,0.3721422985679116
0.3703008175853211,0.3713682517120525
0.3703008175853211,0.3710455283173913
0.3703008175853211,0.3724240723858751
0.3703008175853211,0.3717741693655355
0.3703008175853211,0.3720968927601964
0.3703008175853211,0.37274679578053604
0.3703008175853211,0.37456750641255004
0.3703008175853211,0.37377287919296137
0.3703008175853211,0.37255821163810604
